Source Barcode,Source Column,Source Row,Destination Barcode,Destination Column,Destination Row,Volume,Note
E3P00000776,1,8,destination1,11,13,2.5,SJ000312371-8
E3P00000776,1,8,destination1,11,15,2.5,SJ000312371-8
E3P00000776,1,8,destination1,12,5,2.5,SJ000312371-8
E3P00000776,1,8,destination1,12,13,2.5,SJ000312371-8
E3P00000776,1,8,destination1,13,2,2.5,SJ000312371-8
E3P00000776,1,8,destination1,13,13,2.5,SJ000312371-8
E3P00000776,1,8,destination1,14,3,2.5,SJ000312371-8
E3P00000776,1,8,destination1,14,9,2.5,SJ000312371-8
E3P00000776,1,8,destination1,14,13,2.5,SJ000312371-8
E3P00000776,1,8,destination1,15,9,2.5,SJ000312371-8
E3P00000776,1,8,destination1,15,12,2.5,SJ000312371-8
E3P00000776,1,8,destination1,15,13,2.5,SJ000312371-8
E3P00000776,1,8,destination1,15,16,2.5,SJ000312371-8
E3P00000776,1,8,destination1,16,9,2.5,SJ000312371-8
E3P00000776,1,8,destination1,16,13,2.5,SJ000312371-8
E3P00000776,1,8,destination1,16,16,2.5,SJ000312371-8
E3P00000776,1,8,destination1,17,9,2.5,SJ000312371-8
E3P00000776,1,8,destination1,17,16,2.5,SJ000312371-8
E3P00000776,1,8,destination1,18,9,2.5,SJ000312371-8
E3P00000776,1,8,destination1,18,11,2.5,SJ000312371-8
E3P00000776,1,8,destination1,18,16,2.5,SJ000312371-8
E3P00000776,1,8,destination1,19,9,2.5,SJ000312371-8
E3P00000776,1,8,destination1,19,16,2.5,SJ000312371-8
E3P00000776,1,8,destination1,20,4,2.5,SJ000312371-8
E3P00000776,1,8,destination1,20,8,2.5,SJ000312371-8
E3P00000776,1,8,destination1,20,9,2.5,SJ000312371-8
E3P00000776,1,8,destination1,20,16,2.5,SJ000312371-8
E3P00000776,1,8,destination1,21,9,2.5,SJ000312371-8
E3P00000776,1,8,destination1,21,15,2.5,SJ000312371-8
E3P00000776,1,8,destination1,21,16,2.5,SJ000312371-8
E3P00000776,1,8,destination1,22,6,2.5,SJ000312371-8
E3P00000776,1,8,destination1,22,16,2.5,SJ000312371-8
E3P00000776,1,8,destination1,23,1,2.5,SJ000312371-8
E3P00000776,1,8,destination1,23,7,2.5,SJ000312371-8
E3P00000776,1,8,destination1,24,12,2.5,SJ000312371-8
E3P00000776,1,8,destination1,24,14,2.5,SJ000312371-8
E3P00000776,1,9,destination1,1,10,2.5,SJ000110842-9
E3P00000776,1,9,destination1,1,13,2.5,SJ000110842-9
E3P00000776,1,9,destination1,1,15,2.5,SJ000110842-9
E3P00000776,1,9,destination1,2,4,2.5,SJ000110842-9
E3P00000776,1,9,destination1,2,10,2.5,SJ000110842-9
E3P00000776,1,9,destination1,3,3,2.5,SJ000110842-9
E3P00000776,1,9,destination1,3,10,2.5,SJ000110842-9
E3P00000776,1,9,destination1,4,10,2.5,SJ000110842-9
E3P00000776,1,9,destination1,5,5,2.5,SJ000110842-9
E3P00000776,1,9,destination1,6,9,2.5,SJ000110842-9
E3P00000776,1,9,destination1,6,12,2.5,SJ000110842-9
E3P00000776,1,9,destination1,7,11,2.5,SJ000110842-9
E3P00000776,1,9,destination1,7,16,2.5,SJ000110842-9
E3P00000776,1,9,destination1,9,1,2.5,SJ000110842-9
E3P00000776,1,9,destination1,9,13,2.5,SJ000110842-9
E3P00000776,1,9,destination1,11,8,2.5,SJ000110842-9
E3P00000776,1,9,destination1,12,4,2.5,SJ000110842-9
E3P00000776,1,9,destination1,12,7,2.5,SJ000110842-9
E3P00000776,1,9,destination1,12,15,2.5,SJ000110842-9
E3P00000776,1,9,destination1,13,5,2.5,SJ000110842-9
E3P00000776,1,9,destination1,14,2,2.5,SJ000110842-9
E3P00000776,1,9,destination1,14,5,2.5,SJ000110842-9
E3P00000776,1,9,destination1,14,9,2.5,SJ000110842-9
E3P00000776,1,9,destination1,15,3,2.5,SJ000110842-9
E3P00000776,1,9,destination1,15,5,2.5,SJ000110842-9
E3P00000776,1,9,destination1,15,16,2.5,SJ000110842-9
E3P00000776,1,9,destination1,16,5,2.5,SJ000110842-9
E3P00000776,1,9,destination1,16,12,2.5,SJ000110842-9
E3P00000776,1,9,destination1,17,5,2.5,SJ000110842-9
E3P00000776,1,9,destination1,17,13,2.5,SJ000110842-9
E3P00000776,1,9,destination1,18,5,2.5,SJ000110842-9
E3P00000776,1,9,destination1,18,13,2.5,SJ000110842-9
E3P00000776,1,9,destination1,19,5,2.5,SJ000110842-9
E3P00000776,1,9,destination1,19,11,2.5,SJ000110842-9
E3P00000776,1,9,destination1,19,13,2.5,SJ000110842-9
E3P00000776,1,9,destination1,20,13,2.5,SJ000110842-9
E3P00000776,1,9,destination1,21,4,2.5,SJ000110842-9
E3P00000776,1,9,destination1,21,8,2.5,SJ000110842-9
E3P00000776,1,9,destination1,21,13,2.5,SJ000110842-9
E3P00000776,1,9,destination1,22,9,2.5,SJ000110842-9
E3P00000776,1,9,destination1,22,13,2.5,SJ000110842-9
E3P00000776,1,9,destination1,22,15,2.5,SJ000110842-9
E3P00000776,1,9,destination1,23,6,2.5,SJ000110842-9
E3P00000776,1,9,destination1,23,9,2.5,SJ000110842-9
E3P00000776,1,9,destination1,23,13,2.5,SJ000110842-9
E3P00000776,1,9,destination1,23,16,2.5,SJ000110842-9
E3P00000776,1,9,destination1,24,1,2.5,SJ000110842-9
E3P00000776,1,9,destination1,24,7,2.5,SJ000110842-9
E3P00000776,1,9,destination1,24,9,2.5,SJ000110842-9
E3P00000776,1,9,destination1,24,16,2.5,SJ000110842-9
E3P00000776,1,10,destination1,1,2,2.5,SJ000312363-15
E3P00000776,1,10,destination1,1,6,2.5,SJ000312363-15
E3P00000776,1,10,destination1,1,8,2.5,SJ000312363-15
E3P00000776,1,10,destination1,1,14,2.5,SJ000312363-15
E3P00000776,1,10,destination1,2,13,2.5,SJ000312363-15
E3P00000776,1,10,destination1,2,14,2.5,SJ000312363-15
E3P00000776,1,10,destination1,2,15,2.5,SJ000312363-15
E3P00000776,1,10,destination1,3,4,2.5,SJ000312363-15
E3P00000776,1,10,destination1,3,14,2.5,SJ000312363-15
E3P00000776,1,10,destination1,4,3,2.5,SJ000312363-15
E3P00000776,1,10,destination1,4,14,2.5,SJ000312363-15
E3P00000776,1,10,destination1,5,10,2.5,SJ000312363-15
E3P00000776,1,10,destination1,5,14,2.5,SJ000312363-15
E3P00000776,1,10,destination1,6,5,2.5,SJ000312363-15
E3P00000776,1,10,destination1,6,10,2.5,SJ000312363-15
E3P00000776,1,10,destination1,7,9,2.5,SJ000312363-15
E3P00000776,1,10,destination1,7,10,2.5,SJ000312363-15
E3P00000776,1,10,destination1,7,12,2.5,SJ000312363-15
E3P00000776,1,10,destination1,8,10,2.5,SJ000312363-15
E3P00000776,1,10,destination1,8,11,2.5,SJ000312363-15
E3P00000776,1,10,destination1,8,16,2.5,SJ000312363-15
E3P00000776,1,10,destination1,9,10,2.5,SJ000312363-15
E3P00000776,1,10,destination1,10,1,2.5,SJ000312363-15
E3P00000776,1,10,destination1,10,10,2.5,SJ000312363-15
E3P00000776,1,10,destination1,10,13,2.5,SJ000312363-15
E3P00000776,1,10,destination1,12,8,2.5,SJ000312363-15
E3P00000776,1,10,destination1,13,4,2.5,SJ000312363-15
E3P00000776,1,10,destination1,13,5,2.5,SJ000312363-15
E3P00000776,1,10,destination1,13,7,2.5,SJ000312363-15
E3P00000776,1,10,destination1,13,15,2.5,SJ000312363-15
E3P00000776,1,10,destination1,15,2,2.5,SJ000312363-15
E3P00000776,1,10,destination1,15,9,2.5,SJ000312363-15
E3P00000776,1,10,destination1,16,3,2.5,SJ000312363-15
E3P00000776,1,10,destination1,16,16,2.5,SJ000312363-15
E3P00000776,1,10,destination1,17,12,2.5,SJ000312363-15
E3P00000776,1,10,destination1,17,13,2.5,SJ000312363-15
E3P00000776,1,10,destination1,20,5,2.5,SJ000312363-15
E3P00000776,1,10,destination1,20,11,2.5,SJ000312363-15
E3P00000776,1,10,destination1,21,5,2.5,SJ000312363-15
E3P00000776,1,10,destination1,22,4,2.5,SJ000312363-15
E3P00000776,1,10,destination1,22,5,2.5,SJ000312363-15
E3P00000776,1,10,destination1,22,8,2.5,SJ000312363-15
E3P00000776,1,10,destination1,22,9,2.5,SJ000312363-15
E3P00000776,1,10,destination1,23,5,2.5,SJ000312363-15
E3P00000776,1,10,destination1,23,15,2.5,SJ000312363-15
E3P00000776,1,10,destination1,23,16,2.5,SJ000312363-15
E3P00000776,1,10,destination1,24,5,2.5,SJ000312363-15
E3P00000776,1,10,destination1,24,6,2.5,SJ000312363-15
E3P00000776,1,10,destination1,24,13,2.5,SJ000312363-15
E3P00000776,1,12,destination1,1,14,2.5,SJ000832248-2
E3P00000776,1,12,destination1,1,16,2.5,SJ000832248-2
E3P00000776,1,12,destination1,2,6,2.5,SJ000832248-2
E3P00000776,1,12,destination1,2,7,2.5,SJ000832248-2
E3P00000776,1,12,destination1,3,2,2.5,SJ000832248-2
E3P00000776,1,12,destination1,3,8,2.5,SJ000832248-2
E3P00000776,1,12,destination1,4,13,2.5,SJ000832248-2
E3P00000776,1,12,destination1,4,15,2.5,SJ000832248-2
E3P00000776,1,12,destination1,5,4,2.5,SJ000832248-2
E3P00000776,1,12,destination1,6,3,2.5,SJ000832248-2
E3P00000776,1,12,destination1,6,10,2.5,SJ000832248-2
E3P00000776,1,12,destination1,6,14,2.5,SJ000832248-2
E3P00000776,1,12,destination1,7,6,2.5,SJ000832248-2
E3P00000776,1,12,destination1,8,5,2.5,SJ000832248-2
E3P00000776,1,12,destination1,8,6,2.5,SJ000832248-2
E3P00000776,1,12,destination1,9,6,2.5,SJ000832248-2
E3P00000776,1,12,destination1,9,9,2.5,SJ000832248-2
E3P00000776,1,12,destination1,9,12,2.5,SJ000832248-2
E3P00000776,1,12,destination1,10,6,2.5,SJ000832248-2
E3P00000776,1,12,destination1,10,11,2.5,SJ000832248-2
E3P00000776,1,12,destination1,10,16,2.5,SJ000832248-2
E3P00000776,1,12,destination1,11,10,2.5,SJ000832248-2
E3P00000776,1,12,destination1,11,14,2.5,SJ000832248-2
E3P00000776,1,12,destination1,12,1,2.5,SJ000832248-2
E3P00000776,1,12,destination1,12,13,2.5,SJ000832248-2
E3P00000776,1,12,destination1,12,14,2.5,SJ000832248-2
E3P00000776,1,12,destination1,13,14,2.5,SJ000832248-2
E3P00000776,1,12,destination1,14,8,2.5,SJ000832248-2
E3P00000776,1,12,destination1,14,14,2.5,SJ000832248-2
E3P00000776,1,12,destination1,15,4,2.5,SJ000832248-2
E3P00000776,1,12,destination1,15,5,2.5,SJ000832248-2
E3P00000776,1,12,destination1,15,7,2.5,SJ000832248-2
E3P00000776,1,12,destination1,15,15,2.5,SJ000832248-2
E3P00000776,1,12,destination1,16,10,2.5,SJ000832248-2
E3P00000776,1,12,destination1,17,2,2.5,SJ000832248-2
E3P00000776,1,12,destination1,17,9,2.5,SJ000832248-2
E3P00000776,1,12,destination1,17,10,2.5,SJ000832248-2
E3P00000776,1,12,destination1,18,3,2.5,SJ000832248-2
E3P00000776,1,12,destination1,18,10,2.5,SJ000832248-2
E3P00000776,1,12,destination1,18,16,2.5,SJ000832248-2
E3P00000776,1,12,destination1,19,10,2.5,SJ000832248-2
E3P00000776,1,12,destination1,19,12,2.5,SJ000832248-2
E3P00000776,1,12,destination1,19,13,2.5,SJ000832248-2
E3P00000776,1,12,destination1,21,5,2.5,SJ000832248-2
E3P00000776,1,12,destination1,22,11,2.5,SJ000832248-2
E3P00000776,1,12,destination1,24,4,2.5,SJ000832248-2
E3P00000776,1,12,destination1,24,8,2.5,SJ000832248-2
E3P00000776,1,12,destination1,24,9,2.5,SJ000832248-2
E3P00000776,1,13,destination1,1,5,2.5,SJ000782329-3
E3P00000776,1,13,destination1,1,9,2.5,SJ000782329-3
E3P00000776,1,13,destination1,1,10,2.5,SJ000782329-3
E3P00000776,1,13,destination1,2,14,2.5,SJ000782329-3
E3P00000776,1,13,destination1,2,16,2.5,SJ000782329-3
E3P00000776,1,13,destination1,3,6,2.5,SJ000782329-3
E3P00000776,1,13,destination1,3,7,2.5,SJ000782329-3
E3P00000776,1,13,destination1,4,2,2.5,SJ000782329-3
E3P00000776,1,13,destination1,4,8,2.5,SJ000782329-3
E3P00000776,1,13,destination1,5,13,2.5,SJ000782329-3
E3P00000776,1,13,destination1,5,15,2.5,SJ000782329-3
E3P00000776,1,13,destination1,6,4,2.5,SJ000782329-3
E3P00000776,1,13,destination1,7,3,2.5,SJ000782329-3
E3P00000776,1,13,destination1,7,6,2.5,SJ000782329-3
E3P00000776,1,13,destination1,7,10,2.5,SJ000782329-3
E3P00000776,1,13,destination1,7,14,2.5,SJ000782329-3
E3P00000776,1,13,destination1,9,5,2.5,SJ000782329-3
E3P00000776,1,13,destination1,10,9,2.5,SJ000782329-3
E3P00000776,1,13,destination1,10,12,2.5,SJ000782329-3
E3P00000776,1,13,destination1,11,6,2.5,SJ000782329-3
E3P00000776,1,13,destination1,11,11,2.5,SJ000782329-3
E3P00000776,1,13,destination1,11,14,2.5,SJ000782329-3
E3P00000776,1,13,destination1,11,16,2.5,SJ000782329-3
E3P00000776,1,13,destination1,12,6,2.5,SJ000782329-3
E3P00000776,1,13,destination1,12,10,2.5,SJ000782329-3
E3P00000776,1,13,destination1,13,1,2.5,SJ000782329-3
E3P00000776,1,13,destination1,13,6,2.5,SJ000782329-3
E3P00000776,1,13,destination1,13,13,2.5,SJ000782329-3
E3P00000776,1,13,destination1,15,8,2.5,SJ000782329-3
E3P00000776,1,13,destination1,15,14,2.5,SJ000782329-3
E3P00000776,1,13,destination1,16,4,2.5,SJ000782329-3
E3P00000776,1,13,destination1,16,5,2.5,SJ000782329-3
E3P00000776,1,13,destination1,16,7,2.5,SJ000782329-3
E3P00000776,1,13,destination1,16,10,2.5,SJ000782329-3
E3P00000776,1,13,destination1,16,14,2.5,SJ000782329-3
E3P00000776,1,13,destination1,16,15,2.5,SJ000782329-3
E3P00000776,1,13,destination1,17,14,2.5,SJ000782329-3
E3P00000776,1,13,destination1,18,2,2.5,SJ000782329-3
E3P00000776,1,13,destination1,18,9,2.5,SJ000782329-3
E3P00000776,1,13,destination1,19,3,2.5,SJ000782329-3
E3P00000776,1,13,destination1,19,16,2.5,SJ000782329-3
E3P00000776,1,13,destination1,20,10,2.5,SJ000782329-3
E3P00000776,1,13,destination1,20,12,2.5,SJ000782329-3
E3P00000776,1,13,destination1,20,13,2.5,SJ000782329-3
E3P00000776,1,13,destination1,21,10,2.5,SJ000782329-3
E3P00000776,1,13,destination1,22,5,2.5,SJ000782329-3
E3P00000776,1,13,destination1,22,10,2.5,SJ000782329-3
E3P00000776,1,13,destination1,23,11,2.5,SJ000782329-3
E3P00000776,21,1,destination1,1,1,7.5,Backfill
E3P00000776,21,1,destination1,1,9,5.0,Backfill
E3P00000776,21,1,destination1,9,6,5.0,Backfill
E3P00000776,21,1,destination1,9,14,7.5,Backfill
E3P00000776,21,1,destination1,17,3,5.0,Backfill
E3P00000776,21,1,destination1,17,11,5.0,Backfill
E3P00000776,21,2,destination1,5,1,7.5,Backfill
E3P00000776,21,2,destination1,5,9,5.0,Backfill
E3P00000776,21,2,destination1,13,6,5.0,Backfill
E3P00000776,21,2,destination1,13,14,5.0,Backfill
E3P00000776,21,2,destination1,21,3,5.0,Backfill
E3P00000776,21,2,destination1,21,11,5.0,Backfill
E3P00000776,21,3,destination1,1,4,5.0,Backfill
E3P00000776,21,3,destination1,1,12,5.0,Backfill
E3P00000776,21,3,destination1,9,1,5.0,Backfill
E3P00000776,21,3,destination1,9,9,5.0,Backfill
E3P00000776,21,3,destination1,17,6,7.5,Backfill
E3P00000776,21,3,destination1,17,14,5.0,Backfill
E3P00000776,21,4,destination1,5,4,5.0,Backfill
E3P00000776,21,4,destination1,5,12,5.0,Backfill
E3P00000776,21,4,destination1,13,1,5.0,Backfill
E3P00000776,21,4,destination1,13,9,7.5,Backfill
E3P00000776,21,4,destination1,21,6,7.5,Backfill
E3P00000776,21,4,destination1,21,14,5.0,Backfill
E3P00000776,21,5,destination1,1,7,7.5,Backfill
E3P00000776,21,5,destination1,1,15,2.5,Backfill
E3P00000776,21,5,destination1,9,4,7.5,Backfill
E3P00000776,21,5,destination1,9,12,5.0,Backfill
E3P00000776,21,5,destination1,17,1,7.5,Backfill
E3P00000776,21,5,destination1,17,9,2.5,Backfill
E3P00000776,21,6,destination1,5,7,7.5,Backfill
E3P00000776,21,6,destination1,5,15,2.5,Backfill
E3P00000776,21,6,destination1,13,4,5.0,Backfill
E3P00000776,21,6,destination1,13,12,7.5,Backfill
E3P00000776,21,6,destination1,21,1,7.5,Backfill
E3P00000776,21,6,destination1,21,9,5.0,Backfill
E3P00000776,21,7,destination1,1,2,5.0,Backfill
E3P00000776,21,7,destination1,1,10,2.5,Backfill
E3P00000776,21,7,destination1,9,7,7.5,Backfill
E3P00000776,21,7,destination1,9,15,7.5,Backfill
E3P00000776,21,7,destination1,17,4,7.5,Backfill
E3P00000776,21,7,destination1,17,12,5.0,Backfill
E3P00000776,21,8,destination1,5,2,7.5,Backfill
E3P00000776,21,8,destination1,5,10,5.0,Backfill
E3P00000776,21,8,destination1,13,7,5.0,Backfill
E3P00000776,21,8,destination1,13,15,5.0,Backfill
E3P00000776,21,8,destination1,21,4,5.0,Backfill
E3P00000776,21,8,destination1,21,12,7.5,Backfill
E3P00000776,21,9,destination1,1,5,5.0,Backfill
E3P00000776,21,9,destination1,1,13,5.0,Backfill
E3P00000776,21,9,destination1,9,2,5.0,Backfill
E3P00000776,21,9,destination1,9,10,5.0,Backfill
E3P00000776,21,9,destination1,17,7,7.5,Backfill
E3P00000776,21,9,destination1,17,15,7.5,Backfill
E3P00000776,21,10,destination1,5,5,2.5,Backfill
E3P00000776,21,10,destination1,5,13,5.0,Backfill
E3P00000776,21,10,destination1,13,2,5.0,Backfill
E3P00000776,21,10,destination1,13,10,7.5,Backfill
E3P00000776,21,10,destination1,21,7,5.0,Backfill
E3P00000776,21,10,destination1,21,15,5.0,Backfill
E3P00000776,21,11,destination1,1,8,2.5,Backfill
E3P00000776,21,11,destination1,1,16,5.0,Backfill
E3P00000776,21,11,destination1,9,5,2.5,Backfill
E3P00000776,21,11,destination1,9,13,2.5,Backfill
E3P00000776,21,11,destination1,17,2,5.0,Backfill
E3P00000776,21,11,destination1,17,10,5.0,Backfill
E3P00000776,21,12,destination1,5,8,5.0,Backfill
E3P00000776,21,12,destination1,5,16,7.5,Backfill
E3P00000776,21,12,destination1,13,5,2.5,Backfill
E3P00000776,21,12,destination1,13,13,2.5,Backfill
E3P00000776,21,12,destination1,21,2,7.5,Backfill
E3P00000776,21,12,destination1,21,10,5.0,Backfill
E3P00000776,21,13,destination1,1,3,7.5,Backfill
E3P00000776,21,13,destination1,1,11,7.5,Backfill
E3P00000776,21,13,destination1,9,8,7.5,Backfill
E3P00000776,21,13,destination1,9,16,7.5,Backfill
E3P00000776,21,13,destination1,17,5,5.0,Backfill
E3P00000776,21,13,destination1,17,13,2.5,Backfill
E3P00000776,21,14,destination1,5,3,7.5,Backfill
E3P00000776,21,14,destination1,5,11,7.5,Backfill
E3P00000776,21,14,destination1,13,8,7.5,Backfill
E3P00000776,21,14,destination1,13,16,7.5,Backfill
E3P00000776,21,14,destination1,21,5,2.5,Backfill
E3P00000776,21,14,destination1,21,13,5.0,Backfill
E3P00000776,21,15,destination1,1,6,5.0,Backfill
E3P00000776,21,15,destination1,1,14,2.5,Backfill
E3P00000776,21,15,destination1,9,3,7.5,Backfill
E3P00000776,21,15,destination1,9,11,7.5,Backfill
E3P00000776,21,15,destination1,17,8,7.5,Backfill
E3P00000776,21,15,destination1,17,16,5.0,Backfill
E3P00000776,21,16,destination1,5,6,7.5,Backfill
E3P00000776,21,16,destination1,5,14,5.0,Backfill
E3P00000776,21,16,destination1,13,3,5.0,Backfill
E3P00000776,21,16,destination1,13,11,7.5,Backfill
E3P00000776,21,16,destination1,21,8,5.0,Backfill
E3P00000776,21,16,destination1,21,16,5.0,Backfill
E3P00000776,22,1,destination1,2,1,7.5,Backfill
E3P00000776,22,1,destination1,2,9,7.5,Backfill
E3P00000776,22,1,destination1,10,6,5.0,Backfill
E3P00000776,22,1,destination1,10,14,7.5,Backfill
E3P00000776,22,1,destination1,18,3,2.5,Backfill
E3P00000776,22,1,destination1,18,11,2.5,Backfill
E3P00000776,22,2,destination1,6,1,7.5,Backfill
E3P00000776,22,2,destination1,6,9,5.0,Backfill
E3P00000776,22,2,destination1,14,6,7.5,Backfill
E3P00000776,22,2,destination1,14,14,5.0,Backfill
E3P00000776,22,2,destination1,22,3,5.0,Backfill
E3P00000776,22,2,destination1,22,11,2.5,Backfill
E3P00000776,22,3,destination1,2,4,5.0,Backfill
E3P00000776,22,3,destination1,2,12,5.0,Backfill
E3P00000776,22,3,destination1,10,1,5.0,Backfill
E3P00000776,22,3,destination1,10,9,5.0,Backfill
E3P00000776,22,3,destination1,18,6,5.0,Backfill
E3P00000776,22,3,destination1,18,14,7.5,Backfill
E3P00000776,22,4,destination1,6,4,5.0,Backfill
E3P00000776,22,4,destination1,6,12,5.0,Backfill
E3P00000776,22,4,destination1,14,1,7.5,Backfill
E3P00000776,22,4,destination1,14,9,2.5,Backfill
E3P00000776,22,4,destination1,22,6,5.0,Backfill
E3P00000776,22,4,destination1,22,14,5.0,Backfill
E3P00000776,22,5,destination1,2,7,5.0,Backfill
E3P00000776,22,5,destination1,2,15,2.5,Backfill
E3P00000776,22,5,destination1,10,4,7.5,Backfill
E3P00000776,22,5,destination1,10,12,5.0,Backfill
E3P00000776,22,5,destination1,18,1,7.5,Backfill
E3P00000776,22,5,destination1,18,9,2.5,Backfill
E3P00000776,22,6,destination1,6,7,7.5,Backfill
E3P00000776,22,6,destination1,6,15,5.0,Backfill
E3P00000776,22,6,destination1,14,4,7.5,Backfill
E3P00000776,22,6,destination1,14,12,7.5,Backfill
E3P00000776,22,6,destination1,22,1,7.5,Backfill
E3P00000776,22,6,destination1,22,9,2.5,Backfill
E3P00000776,22,7,destination1,2,2,7.5,Backfill
E3P00000776,22,7,destination1,2,10,5.0,Backfill
E3P00000776,22,7,destination1,10,7,7.5,Backfill
E3P00000776,22,7,destination1,10,15,7.5,Backfill
E3P00000776,22,7,destination1,18,4,7.5,Backfill
E3P00000776,22,7,destination1,18,12,7.5,Backfill
E3P00000776,22,8,destination1,6,2,7.5,Backfill
E3P00000776,22,8,destination1,6,10,2.5,Backfill
E3P00000776,22,8,destination1,14,7,7.5,Backfill
E3P00000776,22,8,destination1,14,15,7.5,Backfill
E3P00000776,22,8,destination1,22,4,5.0,Backfill
E3P00000776,22,8,destination1,22,12,7.5,Backfill
E3P00000776,22,9,destination1,2,5,7.5,Backfill
E3P00000776,22,9,destination1,2,13,5.0,Backfill
E3P00000776,22,9,destination1,10,2,7.5,Backfill
E3P00000776,22,9,destination1,10,10,5.0,Backfill
